|------
|KODIKOS_OUSIAS|ONOMA_OUSIAS|ARITHMOS_ASTHENON|ARITHMOS_FARMAKON
|DO-00194|Acidum L(+)-Lacticum Dil. D 6, Acidum L(+)-Lacticu|0|1
|DO-11841|Viscum Album Mali Ex Herba Recente Col. D20|0|1
|DO-06085|Hepatitis A Virus Hm175 Strain (Inactivated), Alge|0|1
|DO-04902|Erythromycin Stearate, Fluocinolone Acetonide|0|1
|DO-11224|Tincture From Motherwort Herb (1:5), Extraction So|0|2
|DO-04335|Dry Extract From Agnus Castus Fruit Equivalent To |0|5
|DO-10607|Soya-Bean Oil Refined, Triglycerides, Medium Chain|0|9
|DO-06895|Lavandulae Flos, Melissa Leaf, Valerianae Radix, H|0|3
|DO-00969|Arctostaphylos Uva-Ursi (L.) Spreng Folium, Betula|0|1
|DO-08443|Nystatin, Hydrocortisone, Chlorhexidine Acetate|0|2
|DO-03145|Ciprofloxacin Hydrochloride|0|56
|DO-01734|Benzoyl Peroxide, Hydrous|0|2
|DO-07826|Mercurius Vivus Naturalis Trit. D6|0|1
|DO-09758|Repotrectinib|0|4
|DO-00354|Agrimoniae Herba, Marrubium Vulgare, Menthae Piper|0|1
|DO-12001|Zincum Isovalerianicum Dil. D12, Zincum Isovaleria|0|1
|DO-05062|Eucalyptus Oil Bp|0|1
|DO-09141|Pitavastatin Calcium|0|19
|DO-11384|Trifolium Pratense L.|0|21
|DO-04495|Dry Extract Of Horse Chestnut Seeds (5-8:1) Adjust|0|1
|DO-01951|Biotin Sodium|0|1
|DO-10767|Sulfafurazole|0|1
|DO-07055|Lexidronam, Yttrium (90y) Chloride|0|1
|DO-01129|Arnica, Planta Tota Dil. D15, Betulae Folium, Etha|0|1
|DO-03305|Cobimetinib|0|4
|DO-06224|Hydrochloric Acid, Magnesium Chloride Hexahydrate,|0|2
|DO-02562|Carboplatin|0|127
|DO-09918|Ropinirole|0|174
|DO-03684|Cyproheptadine|0|1
|DO-00514|Aluminium Hydroxide, Birch Pollen Allergoid, Chemi|0|1
|DO-05222|Fennel, Bitter, Marshmallow Root, Iceland Moss, Th|0|1
|DO-09301|Potassium Chloride, Sodium Chloride, Sodium Citrat|0|1
|DO-11544|Valerian Root Extract|0|5
|DO-04655|Echinacea Pallida E Planta Tota Ferm 33c Dil. D2 (|0|1
|DO-02111|Bryophyllum Argento Cultum Rh Dil. D2, Bryophyllum|0|1
|DO-08684|Paprika|0|8
|DO-10927|Taurine, Glycine, Olive Oil, Refined, Soya-Bean Oi|0|14
|DO-07215|Liquid Extract Of Ribwort Plantain (1:1), Extracti|0|4
|DO-03465|Convallaria Majalis Urtinktur, Selenicereus Grandi|0|1
|DO-06384|Hypericum Perforatum, Dry Extract|0|3
|DO-02722|Cerebrolysin Concentrate|0|11
|DO-10078|Scrophularia Nodosa D4, Acidum Lacticum D4, Natriu|0|1
|DO-03844|Desmopressin Acetate Trihydrate|0|11
|DO-05637|Gelsemium Sempervirens Dil. D 6, Cinchona Pubescen|0|1
|DO-05382|Flumetasone Pivalate, Neomycin Sulfate|0|3
|DO-09461|Procyanidin D|0|1
|DO-04815|Epoxy Resin|0|2
|DO-02271|Calcium Chloride, Potassium Chloride, Sodium Chlor|0|2
|DO-08844|Pentaerithrityl Tetranitrate, Glyceryl Trinitrate|0|1
|DO-07995|Migalastat|0|4
|DO-01286|Ascorbic Acid, Paracetamol, Anhydrous Caffeine|0|1
|DO-03625|Curcuma Longa Rhizoma Dry Extract (Der 13-25:1), E|0|1
|DO-07378|Macrosalb (99mtc)|0|14
|DO-06544|Iobenguane Sulfate I-123|0|4
|DO-02882|Chlorhexidine Digluconate Solution, Ethanol|0|3
|DO-10238|Silybum Marianum Dil. D2, Quassia Amara Dil. D2, T|0|1
|DO-04004|Dicycloverine Hydrochloride, Paracetamol|0|1
|DO-05797|Glycerol, Glucose, Anhydrous, Glycine, Potassium D|0|1
|DO-09621|Pyridostigmine|0|1
|DO-02431|Camphor, Racemic, Methyl Salicylate|0|1
|DO-09004|Phleum Pratense L.|0|38
|DO-00681|Amlodipine, Indapamide, Perindopril|0|5
|DO-08155|Naloxone|0|23
|DO-01446|Aurum Metallicum Trit. D7, Strychnos Ignatii Trit.|0|1
|DO-07538|Maize Starch, Zinc Oxide|0|1
|DO-03042|Ciclesonide|0|57
|DO-00066|Acamprosate Calcium|0|16
|DO-11713|Vandetanib|0|4
|DO-04164|Disodium Edetate|0|1
|DO-05957|Haemophilus Type B Conjugate Vaccine (Tetanus Toxo|0|6
|DO-11096|Thioctic Acid|0|74
|DO-10479|Sodium Phytate, Technetium (99mtc) Phytate|0|1
|DO-06767|L-Arginine, L-Isoleucine, L-Leucine, L-Valine|0|1
|DO-00841|Antazoline Sulfate, Naphazoline Nitrate|0|1
|DO-08315|Nevirapine, Anhydrous|0|5
|DO-01606|Belladonna D3, Senega D2, China Rubra D3, Arnica M|0|2
|DO-07698|Melissa Leaf, Menthae Piperitae Folium, Humulus Lu|0|1
|DO-00226|Acidum Salicylicum Trit. D 4, Gaultheria Procumben|0|1
|DO-11873|Vitamin D, Calcium Carbonate|0|1
|DO-04934|Esomeprazole Magnesium|0|11
|DO-11256|Tiotropium Bromide|0|64
|DO-04367|Dry Extract From Devil&#039;s Claw Root Corresonding To|0|4
|DO-10639|Standardized Lyophylisate Of Bacterial Lysates|0|2
|DO-06927|Lepidoglyphus Destructor|0|26
|DO-01001|Argentum Metallicum Praeparatum Dil. D20, Berberis|0|1
|DO-08475|Odronextamab|0|4
|DO-03177|Citrullus Colocynthis D8, Carbo Vegetabilis Dil. D|0|2
|DO-01766|Berberis Vulgaris D2, Aluminium Oxydatum D12, Caus|0|1
|DO-06096|Herring|0|1
|DO-07858|Metamizole Sodium, Thiamine Nitrate, Caffeine|0|1
|DO-09790|Retinol Palmitate, Dl-Alpha Tocopherol Acetate, Vi|0|1
|DO-00386|Aletris Farinosa Dil. D 1, Cimicifuga Racemosa Dil|0|1
|DO-12033|Zuranolone|0|4
|DO-05094|Euroglyphus Maynei, Depigmented Polymerized Extrac|0|1
|DO-09173|Plantago Lanceolata, Urtica Dioica, Artemisia Vulg|0|2
|DO-11416|Triticum Aestivum Pollen Extract|0|1
|DO-04527|Dry Extract Of Passion Flower (5-7:1)|0|1
|DO-01983|Bisoprolol Hemifumarate|0|52
|DO-08556|Orthosiphon Leaves Dry Extract (5-7: 1) Extraction|0|5
|DO-10799|Sulfur Dil. D30, Pulsatilla Pratensis Dil. D12, Ca|0|1
|DO-07087|Lidocaine Hydrochloride Monohydrate, Methylprednis|0|9
|DO-01161|Artemisia Absinthium Ex Herba, Infusum Ø (Hab, Vs.|0|2
|DO-03337|Codeine Phosphate Hemihydrate, Ephedrine Hydrochlo|0|1
|DO-06256|Hydrocortisone Acetate, Lidocaine|0|5
|DO-02594|Carvedilol|0|177
|DO-09950|Rubidium Chloride Rb-82, Strontium (82sr) Dichlori|0|5
|DO-03716|Dabigatran Etexilate|0|331
|DO-05509|Fosfomycin|0|62
|DO-00546|Aluminium Phosphate, Diphtheria Toxoid Adsorbed On|0|30
|DO-05254|Ferric Ferrocyanide|0|3
|DO-09333|Potassium Hydroxide 85%, L-Malic Acid|0|2
|DO-04687|Efavirenz|0|36
|DO-02143|Buprenorphine|0|224
|DO-08716|Paracetamol, Dihydrocodeine Tartrate Bp|0|4
|DO-10959|Temozolomide|0|74
|DO-07247|Lithium Chloride|0|9
|DO-03497|Coriander, Caraway Fruit, Fennel, Bitter, Pimpinel|0|2
|DO-06416|Ibuprofen, Caffeine|0|7
|DO-02754|Cetrorelix|0|16
|DO-10110|Selenium|0|12
|DO-03876|Dexamethasone Sodium Metasulphobenzoate, Neomycin |0|3
|DO-05669|Gemcitabine Hydrochloride|0|31
|DO-05414|Fluorothymidine F-18|0|3
|DO-09493|Propolis D6|0|1
|DO-04847|Equisetum Arvense Rh Dil. D15, Formica 42a Dil. D1|0|1
|DO-02303|Calcium Gluconate Monohydrate|0|10
|DO-08876|Perazine Dimalonate|0|1
|DO-08027|Misoprostol|0|75
|DO-01318|Aspergillus Fumigatus Fresen., Whole|0|10
|DO-07410|Magnesium Chloride Hexahydrate|0|5
|DO-06576|Ipratropium Bromide Ph. Eur.|0|1
|DO-02914|Chlorhexidine Gluconate, Hydrocortisone Butyrate|0|1
|DO-11585|Valerianae Tinctura (1:5)|0|1
|DO-10270|Sipavibart|0|4
|DO-04036|Dihydrocodeine|0|1
|DO-05829|Glycine, L-Cysteine Hcl, L-Lysine Acetate, L-Trypt|0|1
|DO-10968|Tepotinib|0|4
|DO-09653|Quercus Robur/Petraea E Cortice Cum Calcio Carboni|0|2
|DO-09036|Phosphatidyl Choline|0|4
|DO-00713|Ammonium Dodecyl Sulfate, Tea-Dodecylbenzenesulfon|0|1
|DO-08187|Naphazoline Nitrate, Thonzylamine Hydrochloride|0|2
|DO-01478|Avena Sativa Mother Tincture, Passiflora Incarnata|0|1
|DO-07570|Mannitol, Histidine, Histidine Hydrochloride Monoh|0|1
|DO-00098|Acetylcholine Chloride, Water For Injection|0|1
|DO-11745|Veratrum Album D4, Acidum Arsenicosum D6, Ferrum P|0|1
|DO-04196|Distillate Of Fresh Leaves And Twigs Of Hamamelis |0|3
|DO-05989|Harpagophytum Procumbens Radix Dry Extract (1,5-2,|0|3
|DO-11128|Thymol, Liquid Extract From Thyme (Der 1:2-2,5), E|0|1
|DO-10511|Sofosbuvir, Velpatasvir|0|4
|DO-06799|Lachesis Mutus Dil. D8, Gelsemium Sempervirens Dil|0|1
|DO-00873|Apis Mellifica D4, Apis Mellifica D10, Apis Mellif|0|1
|DO-08347|Nikethamide|0|1
|DO-03049|Cilastatin Sodium, Imipenem|0|2
|DO-01638|Bendazac Lysinate|0|3
|DO-07730|Menthae Arvensis L. Var. Piperascens Malinv. Ex Ho|0|1
|DO-00258|Aconitum Napellus D30|0|1
|DO-11905|Wheat Grain|0|1
|DO-04966|Ethacridine Lactate Monohydrate, Albumin Tannate|0|1
|DO-11288|Tolcapone|0|5
|DO-04399|Dry Extract From Mate Leaf, Extraction Solvent: Wa|0|1
|DO-01855|Betamethasone, Salicylic Acid|0|10
|DO-10671|Stibium Metallicum Praeparatum Dil. D6 Aquos.|0|2
|DO-06959|Levocetirizine|0|9
|DO-08507|Olmesartan Medoxomil, Hydrochlorothiazide, Amlodip|0|22
|DO-03209|Clidinium Bromide, Diazepam|0|2
|DO-01798|Beta-Acetyldigoxin|0|2
|DO-06128|Hop Strobile Dry Extract (4-8:1), Valerian Root Dr|0|1
|DO-07890|Methane, Carbon Monoxide|0|2
|DO-02466|Candida Parapsilosis E Volumine Cellulae (Lyophil.|0|1
|DO-09822|Rhenium Sulfide|0|9
|DO-00418|Allergen Extract From Phleum Pratense Pollen, Glut|0|1
|DO-05126|Extract From Calendula Flower (Der 13-17:1), Extra|0|1
|DO-09205|Podophyllum Peltatum C9, Acidum Arsenicosum C9, Ci|0|1
|DO-11448|Trypsin, Amylase, Chymotrypsin, Pancrelipase, Papa|0|1
|DO-04559|Dry Extract Of Thyme (7-13:1), Extraction Solvent:|0|3
|DO-02015|Boric Acid, Sodium Borate|0|1
|DO-08588|Oxitriptan|0|4
|DO-10831|Sweet Almond Oil, Xylene|0|1
|DO-07119|Limonis Aetheroleum 10% (Hab, Vs. 12h Mit Nativem |0|1
|DO-01193|Articulatio Genus Bovis Gl Dil. D5 (Hab, Vs. 41b)|0|1
|DO-03369|Colchicine, Dicycloverine Hydrochloride|0|1
|DO-06288|Hydrocortisone, Ciprofloxacin Hydrochloride Monohy|0|1
|DO-02626|Causticum Hahnemanni Dil. D30, Causticum Hahnemann|0|1
|DO-09982|Saccharomyces Cerevisiae (Desm.) Meyen, Whole, Mag|0|2
|DO-03748|Dapagliflozin Propanediol Monohydrate|0|3
|DO-05541|Frovatriptan Succinate|0|1
|DO-00578|Amanita Muscaria Dil. D3, Gelsemium Sempervirens D|0|1
|DO-05286|Ferrum Metallicum Trit. D 2, Natrium Chloratum Tri|0|1
|DO-09365|Prasugrel|0|90
|DO-04719|Embryo Totalis Suis D200, Embryo Totalis Suis D30,|0|1
|DO-02175|Cactus (=selenicereus Grandiflorus) Trit. D1, Nitr|0|1
|DO-08748|Paraffin, Light Liquid, Paraffin White Soft, Wool |0|1
|DO-07279|Lophophytum Leandri Dil. D3, Fucus Vesiculosus Dil|0|1
|DO-03529|Cow Milk Extract|0|2
|DO-06448|Iloprost|0|36
|DO-02786|Chamomilla Recutita E Radice Ferm 33c Dil. D2 (Hab|0|2
|DO-10142|Sennae Folium, Dry Extract From Rhubarb (Der 3-5: |0|2
|DO-03908|Dexibuprofen|0|42
|DO-05701|Ginger Oil, Nutmeg Oil, Peppermint Oil, Anise Oil,|0|1
|DO-05446|Fluticasone Propionate, Salmeterol Xinafoate|0|58
|DO-09525|Prunus Persica (613)|0|2
|DO-02335|Calcium Pantothenate, Nicotinamide, Riboflavin, Gi|0|1
|DO-08908|Peru Balsam, Zinc Oxide, Bismuth Oxide|0|1
|DO-08059|Mometasone Furoate Ph. Eur.|0|14
|DO-01350|Atorvastatin, Amlodipine Besilate, Perindopril Arg|0|1
|DO-07442|Magnesium Chloride Hexahydrate, Potassium Chloride|0|2
|DO-06608|Isoeugenol|0|1
|DO-02946|Chloroquine Phosphate|0|9
|DO-11617|Valine, Alanine, Arginine, Histidine, Isoleucine, |0|1
|DO-10302|Sodium Ascorbate, Ferrous Sulfate|0|2
|DO-04068|Dimethylol Urea/Phenol Sodium Phenolsulfonate Copo|0|1
|DO-05861|Glyoxal Trimer Dihydrate|0|1
|DO-11000|Tetanus Toxoid Adsorbed On Aluminium Hydroxide, Al|0|1
|DO-09685|Racecadotril|0|106
|DO-11774|Viburnum Opulus D1, Caulophyllum Thalictroides D4,|0|1
|DO-04225|Docusate Sodium, Glycerol (85 Per Cent)|0|1
|DO-11157|Ticlopidine|0|2
|DO-04268|Doxribtimine, Doxecitine|0|4
|DO-10540|Soft Extract Of Purple Coneflower Herb (30-40:1), |0|1
|DO-06828|Lactobacillus Plantarum P 17630|0|14
|DO-00902|Apis Mellifica Dil. D4, Phytolacca Americana Dil. |0|1
|DO-08376|Nitrofurantoin Ph. Eur.|0|2
|DO-03078|Cimicifuga Racemosa Dil. D 2, Passiflora Incarnata|0|1
|DO-01667|Benzalkonium Chloride, Dequalinium Chloride|0|3
|DO-07759|Menthol, Camphor, Eucalyptus Oil, Pine Oil, Pumili|0|1
|DO-00287|Adapalene, Benzoyl Peroxide, Hydrous|0|26
|DO-11934|Zaleplon|0|1
|DO-04995|Ethanol, Gelsemium Dil. D4, Pulsatilla Pratensis D|0|1
|DO-11317|Tralokinumab|0|5
|DO-04428|Dry Extract From Rhubarb Root (30-70 Parts) And Rh|0|1
|DO-01884|Betula, Corylus Avellana L., Alnus Glutinosa L.|0|20
|DO-10700|Strophanthus Gratus Dil. D4|0|2
|DO-06988|Levomenthol, Camphor, Eucalyptus Oil, Thymol, Turp|0|1
|DO-01062|Arnica Montana Dil D2, Collinsonia Canadensis Dil.|0|1
|DO-03238|Clofazimine|0|1
|DO-01827|Betamethasone Dipropionate, Gentamicin, Clotrimazo|0|6
|DO-06157|Human Coagulation Factor Viii, Von Willebrand Fact|0|1
|DO-02495|Capsicum Tincture Bpc, Benzoin Tincture Bpc 1973, |0|2
|DO-09851|Rhus Toxicodendron Dil. D12, Rhus Toxicodendron Di|0|1
|DO-00447|Allium Cepa Ferm 34a Ø, Calendula Officinalis Ex H|0|1
|DO-05155|Extract Of Fresh Hawthorn Mistletoe Herb|0|2
|DO-09234|Polysaccharide Iron Complex|0|3
|DO-11477|Tyrothricin, Betamethasone, Norvaline|0|1
|DO-04588|Duck Meat|0|1
|DO-02044|Brinzolamide, Brimonidine Tartrate|0|33
|DO-08617|Oxytocin Synthetic|0|4
|DO-10860|Talazoparib|0|5
|DO-07148|Liquid Extract (1:1) Of Yarrow, White Horehound, M|0|1
|DO-03398|Colecalciferol, Cod-Liver Oil (Type A), Dragosanto|0|1
|DO-06317|Hydroxycarbamide|0|69
|DO-02655|Cefiderocol|0|4
|DO-10011|Salicylic Acid, Betamethasone Dipropionate (Ph. Eu|0|1
|DO-03777|De-Oiled Enriched Phospholipids From Soya-Beans|0|2
|DO-05570|Furosemide, Triamterene|0|1
|DO-00607|Ambrisentan|0|96
|DO-05315|Fesoterodine Fumarate|0|77
|DO-09394|Prednisone Acetate|0|1
|DO-04748|Enalapril, Hydrochlorothiazide|0|3
|DO-02204|Calcium Acetate|0|13
|DO-08777|Passiflora Incarnata D3, Hyoscyamus Niger C5, Myri|0|1
|DO-07308|Luffa Operculata Dil. D12, Luffa Operculata Dil. D|0|1
|DO-07928|Methylprednisolone|0|102
|DO-01219|Ascorbic Acid, Betacarotene, Biotin, Calcium Panto|0|1
|DO-03558|Crataegus Mother Tincture|0|1
|DO-07311|Luffa Operculata Dil. D6, Pulsatilla Pratensis Dil|0|1
|DO-06477|Indapamide, Telmisartan|0|28
|DO-02815|Chelidonium Majus Dil. D 6, Lycopodium Clavatum Di|0|1
|DO-10171|Serenoa Repens Fructus, Extractum Spissum|0|3
|DO-03937|Dextromethorphan Hydrobromide Bp|0|1
|DO-05730|Givinostat|0|4
|DO-05475|Follitropin Delta|0|4
|DO-09554|Psychotria Ipecacuanha D12, Psychotria Ipecacuanha|0|1
|DO-02364|Calcium, Glucose, Lactic Acid, Magnesium, Potassiu|0|34
|DO-08937|Phenobarbital Ph. Eur.|0|3
|DO-00614|Ambroxol Hydrochloride Ph. Eur.|0|2
|DO-08088|Mucopolysaccharide Polysulfuric Acid Ester|0|3
|DO-01379|Atropa Belladonna Dil. D4, Semecarpus Anacardium D|0|1
|DO-07471|Magnesium Hydroxide|0|17
|DO-06637|Isosorbide 5 Mononitrate|0|34
|DO-02975|Chlorphenamine Maleate, Phenylephrine Hydrochlorid|0|2
|DO-11646|Valine, Alanine, Arginine, Histidine, Isoleucine, |0|4
|DO-10331|Sodium Chloride, Glucose Monohydrate Ph. Eur.|0|1
|DO-04097|Diphenhydramine Di(Acefyllinate)|0|1
|DO-05890|Graphites Dil. D10, Thuja Occidentalis Dil. D4, St|0|1
|DO-11029|Tetracycline Hydrochloride, Metronidazole, Bismuth|0|12
|DO-09714|Rasagiline Hemitartrate|0|9
|DO-10412|Sodium Hydrogen Carbonate, Magnesium Chloride Hexa|0|1
|DO-09097|Pinus Sylvestris Ø, Kalium Iodatum Dil. D4, Droser|0|1
|DO-06700|Kalium Carbonicum D3, Spigelia Anthelmia D2, Crata|0|1
|DO-00774|Anamirta Cocculus D4, Conium Maculatum D3, Ambra G|0|9
|DO-08248|Nefopam|0|2
|DO-01539|Bacitracin, Neomycin Sulfate|0|5
|DO-07631|Meadow Foxtail Pollen|0|1
|DO-00159|Acidum Arsenicosum Dil. D6, Argentum Nitricum Dil.|0|1
|DO-11806|Viscum Album (Populi) E Planta Tota K Dil. Stärke |0|1
|DO-04257|Doxapram Hydrochloride Bp|0|2
|DO-06050|Hepar Sulfuris Dil. D8, Sulfur Dil. D6, Artemisia |0|1
|DO-11189|Timolol, Bimatoprost|0|30
|DO-04300|Dropropizine|0|6
|DO-10572|Solutio Ferri Comp. Dil. D3|0|1
|DO-06860|Lanreotide Acetate|0|6
|DO-00934|Apraclonidine|0|15
|DO-08408|Noradrenaline Hydrochloride|0|1
|DO-03110|Cinchocaine Hydrochloride, Neomycin Sulfate, Tetra|0|1
|DO-01699|Benzocaine, Aluminium Hydroxide Gel, Magnesium Hyd|0|2
|DO-07791|Mepartricin|0|9
|DO-00319|Aesculus Hippocastanum E Semine Ferm 34c Dil. D2 (|0|2
|DO-11966|Zinc Oxide, Anhydrous Lidocaine Hydrochloride|0|2
|DO-05027|Ethylenediamine Thioctate|0|4
|DO-11349|Triamcinolone Acetonide|0|85
|DO-04460|Dry Extract Of Artichoke Leaf (Der: 15-30:1), Extr|0|1
|DO-01916|Betulae Folium, Solidaginis Herba, Orthosiphon Fol|0|1
|DO-10732|Strychnos Nux-Vomica Dil. D4, Silybum Marianum Dil|0|1
|DO-07020|Levomenthol, Eucalyptus Oil, Niaouli Essential Oil|0|1
|DO-01094|Arnica Montana E Planta Tota Ferm 33c Dil. D28 (Ha|0|1
|DO-03270|Clotrimazole Bp|0|1
|DO-06189|Hydralazine|0|2
|DO-02527|Carbidopa, Levodopa|0|133
|DO-09883|Rilpivirine|0|8
|DO-00479|Alpelisib|0|4
|DO-05187|Ezetimibe, Atorvastatin Calcium Trihydrate|0|40
|DO-09266|Potassium Chloride Ph. Eur., Sodium Chloride, Sodi|0|1
|DO-11509|Urtica Dioica Ferro Culta, Herba Rh Dil. D3|0|1
|DO-04620|Echinacea Dil. D12, Eupatorium Perfoliatum Dil. D1|0|1
|DO-02076|Bryonia C3, Arisaema Triphyllum C3, Atropa Bella-D|0|10
|DO-08649|Panax Ginseng Dil. D12, Panax Ginseng Dil. D30, Pa|0|1
|DO-10892|Taraxacum Officinale Root|0|6
|DO-07180|Liquid Extract From Melissa Leaves (1: 1), Extract|0|4
|DO-03430|Colon Suis D10, Colon Suis D200, Colon Suis D30|0|1
|DO-06349|Hyperici Extractum Siccum|0|2
|DO-02687|Ceftriaxone Disodium|0|4
|DO-10043|Sambucus Nigra Ø|0|1
|DO-03809|Denosumab|0|114
|DO-05602|Galphimia Glauca Trit. D3, Cardiospermum Trit. D3,|0|2
|DO-05347|Fluciclovine (18f)|0|4
|DO-09426|Pretomanid|0|4
|DO-04780|Ephedrine Hydrochloride, Silver Protein|0|1
|DO-02236|Calcium Carbonicum Hahnemanni Dil D6, Stannum Meta|0|1
|DO-08809|Pegvisomant|0|4
|DO-07960|Metronidazole|0|302
|DO-01251|Ascorbic Acid, Codeine Phosphate Hemihydrate, Para|0|1
|DO-03590|Cupressus Sempervirens, Juniperus Communis L.|0|2
|DO-07343|Lycopodium Clavatum Trit. D 4, Sulfur Trit. D 6, Z|0|1
|DO-06509|Inotersen|0|4
|DO-02847|Chimaphila Umbellata Trit. D2, Chondrodendron Trit|0|1
|DO-10203|Silbiol, Pine Needle Oil, Heavy Fraction|0|1
|DO-03969|Diamorphine Hydrochloride Bp|0|1
|DO-05762|Glucose|0|97
|DO-09586|Pulsatilla Pratensis D8, Rhus Toxicodendron D6, Ar|0|1
|DO-02396|Calendula Officinalis Flower|0|1
|DO-08969|Phenylbutazone|0|5
|DO-00646|Aminophylline Hydrate Bp|0|1
|DO-08120|Mycophenolic Acid|0|55
|DO-01411|Aurum Metallicum Dil. D12, Aurum Metallicum Praepa|0|1
|DO-07503|Magnesium Phosphoricum Acidum Dil. D6|0|2
|DO-06669|Jalapa Dil. D4, Matricaria Recutita Dil. D3|0|1
|DO-03007|Cholesterolum Dil D2, Silybum Marianum Dil. D1, Ch|0|1
|DO-00031|4-Dimethylaminophenol Hydrochloride|0|1
|DO-11678|Valine, Arginine Glutamate, Alanine, Isoleucine, L|0|17
|DO-04129|Diphtheria Toxoid, Tetanus Toxoid, Haemophilus Typ|0|1
|DO-05922|Guaifenesin, Paracetamol|0|1
|DO-11061|Thiamine Hydrochloride, Ascorbic Acid, Cyanocobala|0|1
|DO-10444|Sodium Ion, Chloride Ion, Hydrogen Carbonate|0|2
|DO-09129|Piretanide, Ramipril|0|2
|DO-06732|Kalmia Latifolia D6, Selenicereus Grandiflorus D6,|0|1
|DO-00806|Anhydrous Apomorphine Hydrochloride|0|4
|DO-08280|Neomycin Sulphate Ph. Eur.|0|2
|DO-01571|Basiliximab|0|4
|DO-07663|Medulla Ossis Suis D200, Medulla Ossis Suis D30, M|0|1
|DO-00191|Acidum Hydrofluoricum Dil. D12, Talpa Europaea Dil|0|2
|DO-11838|Viscum Album M C Hg, Herba Rec., Ferm. Aqu. Extr. |0|1
|DO-06082|Hepatitis A Virus (Inactivated), Algeldrate|0|35
|DO-04899|Erythromycin Lactobionate|0|13
|DO-11221|Tincture From Hawthorn Berries 1:10|0|2
|DO-04332|Dry Extract (Der 3-6:1) From Ginseng Root, Atracty|0|1
|DO-10604|Soya Phospholipids, Containing 76% Of Phosphatidyl|0|1
|DO-06892|Lavandulae Flos, Melissa Leaf, Menthae Piperitae F|0|2
|DO-00966|Arctium Lappa E Radice W 5% (Hab, Vs. 12g Mit Raff|0|1
|DO-08440|Nystatin Bp|0|2
|DO-03142|Ciprofibrate|0|11
|DO-01731|Benzoxonium Chloride|0|1
|DO-07823|Mercurius Solubilis Hahnemanni Dil. D12, Mercurius|0|1
|DO-09755|Ren Suis D12, Ren Suis D8, Ren Suis D200, Ren Suis|0|1
|DO-00351|Agomelatine|0|73
|DO-11998|Zincum Isovalerianicum D 8, Amanita Muscaria D12, |0|1
|DO-05059|Eucalyptus Globulus Trit D2, Stibium Sulfuratum Au|0|1
|DO-09138|Pirtobrutinib|0|4
|DO-11381|Trifluridine, Tipiracil|0|3
|DO-04492|Dry Extract Of Hederae Folium (5-7.5:1), Extractio|0|89
|DO-01948|Binimetinib|0|4
|DO-10764|Sulfadiazine Silver, Sodium Hyaluronate|0|8
|DO-07052|Levothyroxine Sodium, Potassium Iodide|0|12
|DO-01126|Arnica Ø, Crataegus Mother Tincture, Cactus Mother|0|1
|DO-03302|Cobamamide|0|7
|DO-06221|Hydrastis Canadensis D4, Veratrum Album D4, Atropa|0|2
|DO-02559|Carbon Dioxide, Oxygen|0|2
|DO-09915|Romiplostim|0|3
|DO-03681|Cypripedium Parviflorum Var. Pubescens D4, Zincum |0|5
|DO-00511|Aluminium Formate|0|1
|DO-05219|Fennel Fruit Sweet, Valerianae Radix, Menthae Pipe|0|1
|DO-09298|Potassium Chloride, Sodium Chloride, Glucose, Tris|0|1
|DO-11541|Valerian Root Dry Extract (5.3-6.6:1), Extraction |0|2
|DO-04652|Echinacea Mother Tincture, Rumex Crispus Dil. D 4,|0|1
|DO-02108|Bryonia Trit. D 3, Phytolacca Americana Trit D 4, |0|1
|DO-08681|Papaverine Hydrochloride|0|14
|DO-10924|Taurine, Glycine, Olive Oil, Refined, Soya-Bean Oi|0|1
|DO-07212|Liquid Extract Of Mixture Of Pine Sprout, Sage Lea|0|1
|DO-03462|Convallaria Majalis Urtinktur, Aurum Chloratum Dil|0|1
|DO-06381|Hypericum Perforatum L., Herba (Dry Extract)|0|2
|DO-02719|Cerebellum Bovis Gl Dil. D15 (Hab, Vs. 41a), Corpo|0|2
|DO-10075|Schoenocaulon Officinale Dil. D4, Piper Methysticu|0|1
|DO-03841|Desloratadine, Pseudoephedrine Sulphate|0|4
|DO-05634|Gelsemium Sempervirens Dil. D 6, Allium Cepa D6, E|0|1
|DO-05379|Flumetasone Pivalate (Ph. Eur.)|0|3
|DO-09458|Prochlorperazine Maleate Ph. Eur.|0|2
|DO-04812|Epoetin Zeta|0|8
|DO-02268|Calcium Chloride, Magnesium Chloride Hexahydrate, |0|1
|DO-08841|Penicillium Roqueforti E Volumine Cellulae (Lyophi|0|1
|DO-07992|Midostaurin|0|4
|DO-01283|Ascorbic Acid, O-(ß-Hydroxyethyl)rutosides|0|1
|DO-03622|Cuprum Sulfuricum Dil. D4, Arnica Montana E Florib|0|1
|DO-07375|Macrogol Cetostearyl Ether 20-22|0|1
|DO-06541|Interleukin-1, Interleukin-2, Specific Nucleic Aci|0|1
|DO-02879|Chlorhexidine Digluconate Solution|0|10
|DO-10235|Silybum Marianum Dil. D 3, Phosphorus Dil. D 12, C|0|1
|DO-04001|Dicloxacillin|0|10
|DO-05794|Glycerol Phenylbutyrate|0|4
|DO-09618|Pyrazinamide|0|22
|DO-02428|Camphor, Racemic, Eucalyptus Oil, Turpentine Purif|0|2
|DO-09001|Phleum Pratense (225), Alopecurus Pratensis (203),|0|2
|DO-00678|Amlodipine, Hydrochlorothiazide, Irbesartan|0|1
