|------
|Τμήμα|Βάρδια|Τύπος Προσωπικού|Υποκλάση (Ειδικότητα/Βαθμίδα/Ρόλος)|Προγραμματισμένος Αριθμός
|ΧΕΙΡΟΥΡΓΙΚΗ Β|ΠΡΩΙΝΗ|ΔΙΟΙΚΗΤΙΚΟ ΠΡΟΣΩΠΙΚΟ|ΑΡΧΕΙΟΦΥΛΑΚΑΣ|2
|ΧΕΙΡΟΥΡΓΙΚΗ Β|ΠΡΩΙΝΗ|ΔΙΟΙΚΗΤΙΚΟ ΠΡΟΣΩΠΙΚΟ|ΓΡΑΜΜΑΤΕΑΣ|1
|ΧΕΙΡΟΥΡΓΙΚΗ Β|ΠΡΩΙΝΗ|ΔΙΟΙΚΗΤΙΚΟ ΠΡΟΣΩΠΙΚΟ|ΛΟΓΙΣΤΗΣ|5
|ΧΕΙΡΟΥΡΓΙΚΗ Β|ΠΡΩΙΝΗ|ΔΙΟΙΚΗΤΙΚΟ ΠΡΟΣΩΠΙΚΟ|ΥΠΟΔΟΧΗ|6
|ΧΕΙΡΟΥΡΓΙΚΗ Β|ΠΡΩΙΝΗ|ΙΑΤΡΟΣ|ΓΑΣΤΡΕΝΤΕΡΟΛΟΓΙΑ|3
|ΧΕΙΡΟΥΡΓΙΚΗ Β|ΠΡΩΙΝΗ|ΙΑΤΡΟΣ|ΓΕΝΙΚΗ ΧΕΙΡΟΥΡΓΙΚΗ|7
|ΧΕΙΡΟΥΡΓΙΚΗ Β|ΠΡΩΙΝΗ|ΙΑΤΡΟΣ|ΕΝΤΑΤΙΚΗ ΘΕΡΑΠΕΙΑ|1
|ΧΕΙΡΟΥΡΓΙΚΗ Β|ΠΡΩΙΝΗ|ΙΑΤΡΟΣ|ΚΑΡΔΙΟΛΟΓΙΑ|1
|ΧΕΙΡΟΥΡΓΙΚΗ Β|ΠΡΩΙΝΗ|ΙΑΤΡΟΣ|ΝΕΥΡΟΛΟΓΙΑ|4
|ΧΕΙΡΟΥΡΓΙΚΗ Β|ΠΡΩΙΝΗ|ΙΑΤΡΟΣ|ΟΡΘΟΠΕΔΙΚΗ|2
|ΧΕΙΡΟΥΡΓΙΚΗ Β|ΠΡΩΙΝΗ|ΙΑΤΡΟΣ|ΟΦΘΑΛΜΟΛΟΓΙΑ|1
|ΧΕΙΡΟΥΡΓΙΚΗ Β|ΠΡΩΙΝΗ|ΙΑΤΡΟΣ|ΠΑΙΔΙΑΤΡΙΚΗ|1
|ΧΕΙΡΟΥΡΓΙΚΗ Β|ΠΡΩΙΝΗ|ΙΑΤΡΟΣ|ΤΕΠ(ΤΜΗΜΑ ΕΠΕΙΓΟΝΤΩΝ ΠΕΡΙΣΤΑΤΙΚΩΝ)|1
|ΧΕΙΡΟΥΡΓΙΚΗ Β|ΠΡΩΙΝΗ|ΝΟΣΗΛΕΥΤΗΣ|ΒΟΗΘΟΣ ΝΟΣΗΛΕΥΤΗ|13
|ΧΕΙΡΟΥΡΓΙΚΗ Β|ΠΡΩΙΝΗ|ΝΟΣΗΛΕΥΤΗΣ|ΝΟΣΗΛΕΥΤΗΣ|16
|ΧΕΙΡΟΥΡΓΙΚΗ Β|ΠΡΩΙΝΗ|ΝΟΣΗΛΕΥΤΗΣ|ΠΡΟΪΣΤΑΜΕΝΟΣ|13
|ΨΥΧΙΑΤΡΙΚΗ|ΑΠΟΓΕΥΜΑΤΙΝΗ|ΔΙΟΙΚΗΤΙΚΟ ΠΡΟΣΩΠΙΚΟ|ΑΡΧΕΙΟΦΥΛΑΚΑΣ|3
|ΨΥΧΙΑΤΡΙΚΗ|ΑΠΟΓΕΥΜΑΤΙΝΗ|ΔΙΟΙΚΗΤΙΚΟ ΠΡΟΣΩΠΙΚΟ|ΓΡΑΜΜΑΤΕΑΣ|5
|ΨΥΧΙΑΤΡΙΚΗ|ΑΠΟΓΕΥΜΑΤΙΝΗ|ΔΙΟΙΚΗΤΙΚΟ ΠΡΟΣΩΠΙΚΟ|ΛΟΓΙΣΤΗΣ|3
|ΨΥΧΙΑΤΡΙΚΗ|ΑΠΟΓΕΥΜΑΤΙΝΗ|ΔΙΟΙΚΗΤΙΚΟ ΠΡΟΣΩΠΙΚΟ|ΥΠΟΔΟΧΗ|3
|ΨΥΧΙΑΤΡΙΚΗ|ΑΠΟΓΕΥΜΑΤΙΝΗ|ΙΑΤΡΟΣ|ΓΑΣΤΡΕΝΤΕΡΟΛΟΓΙΑ|1
|ΨΥΧΙΑΤΡΙΚΗ|ΑΠΟΓΕΥΜΑΤΙΝΗ|ΙΑΤΡΟΣ|ΓΕΝΙΚΗ ΧΕΙΡΟΥΡΓΙΚΗ|1
|ΨΥΧΙΑΤΡΙΚΗ|ΑΠΟΓΕΥΜΑΤΙΝΗ|ΙΑΤΡΟΣ|ΕΝΔΟΚΡΙΝΟΛΟΓΙΑ|1
|ΨΥΧΙΑΤΡΙΚΗ|ΑΠΟΓΕΥΜΑΤΙΝΗ|ΙΑΤΡΟΣ|ΕΝΤΑΤΙΚΗ ΘΕΡΑΠΕΙΑ|1
|ΨΥΧΙΑΤΡΙΚΗ|ΑΠΟΓΕΥΜΑΤΙΝΗ|ΙΑΤΡΟΣ|ΚΑΡΔΙΟΛΟΓΙΑ|1
|ΨΥΧΙΑΤΡΙΚΗ|ΑΠΟΓΕΥΜΑΤΙΝΗ|ΙΑΤΡΟΣ|ΝΕΥΡΟΛΟΓΙΑ|3
|ΨΥΧΙΑΤΡΙΚΗ|ΑΠΟΓΕΥΜΑΤΙΝΗ|ΙΑΤΡΟΣ|ΟΓΚΟΛΟΓΙΑ|1
|ΨΥΧΙΑΤΡΙΚΗ|ΑΠΟΓΕΥΜΑΤΙΝΗ|ΙΑΤΡΟΣ|ΟΦΘΑΛΜΟΛΟΓΙΑ|2
|ΨΥΧΙΑΤΡΙΚΗ|ΑΠΟΓΕΥΜΑΤΙΝΗ|ΙΑΤΡΟΣ|ΠΑΘΟΛΟΓΙΑ|1
|ΨΥΧΙΑΤΡΙΚΗ|ΑΠΟΓΕΥΜΑΤΙΝΗ|ΙΑΤΡΟΣ|ΤΕΠ(ΤΜΗΜΑ ΕΠΕΙΓΟΝΤΩΝ ΠΕΡΙΣΤΑΤΙΚΩΝ)|2
|ΨΥΧΙΑΤΡΙΚΗ|ΑΠΟΓΕΥΜΑΤΙΝΗ|ΙΑΤΡΟΣ|ΨΥΧΙΑΤΡΙΚΗ|7
|ΨΥΧΙΑΤΡΙΚΗ|ΑΠΟΓΕΥΜΑΤΙΝΗ|ΝΟΣΗΛΕΥΤΗΣ|ΒΟΗΘΟΣ ΝΟΣΗΛΕΥΤΗ|17
|ΨΥΧΙΑΤΡΙΚΗ|ΑΠΟΓΕΥΜΑΤΙΝΗ|ΝΟΣΗΛΕΥΤΗΣ|ΝΟΣΗΛΕΥΤΗΣ|11
|ΨΥΧΙΑΤΡΙΚΗ|ΑΠΟΓΕΥΜΑΤΙΝΗ|ΝΟΣΗΛΕΥΤΗΣ|ΠΡΟΪΣΤΑΜΕΝΟΣ|14
|ΨΥΧΙΑΤΡΙΚΗ|ΝΥΧΤΕΡΙΝΗ|ΔΙΟΙΚΗΤΙΚΟ ΠΡΟΣΩΠΙΚΟ|ΑΡΧΕΙΟΦΥΛΑΚΑΣ|2
|ΨΥΧΙΑΤΡΙΚΗ|ΝΥΧΤΕΡΙΝΗ|ΔΙΟΙΚΗΤΙΚΟ ΠΡΟΣΩΠΙΚΟ|ΓΡΑΜΜΑΤΕΑΣ|5
|ΨΥΧΙΑΤΡΙΚΗ|ΝΥΧΤΕΡΙΝΗ|ΔΙΟΙΚΗΤΙΚΟ ΠΡΟΣΩΠΙΚΟ|ΛΟΓΙΣΤΗΣ|1
|ΨΥΧΙΑΤΡΙΚΗ|ΝΥΧΤΕΡΙΝΗ|ΔΙΟΙΚΗΤΙΚΟ ΠΡΟΣΩΠΙΚΟ|ΥΠΟΔΟΧΗ|6
|ΨΥΧΙΑΤΡΙΚΗ|ΝΥΧΤΕΡΙΝΗ|ΙΑΤΡΟΣ|ΓΑΣΤΡΕΝΤΕΡΟΛΟΓΙΑ|1
|ΨΥΧΙΑΤΡΙΚΗ|ΝΥΧΤΕΡΙΝΗ|ΙΑΤΡΟΣ|ΓΕΝΙΚΗ ΧΕΙΡΟΥΡΓΙΚΗ|4
|ΨΥΧΙΑΤΡΙΚΗ|ΝΥΧΤΕΡΙΝΗ|ΙΑΤΡΟΣ|ΚΑΡΔΙΟΛΟΓΙΑ|3
|ΨΥΧΙΑΤΡΙΚΗ|ΝΥΧΤΕΡΙΝΗ|ΙΑΤΡΟΣ|ΝΕΥΡΟΛΟΓΙΑ|2
|ΨΥΧΙΑΤΡΙΚΗ|ΝΥΧΤΕΡΙΝΗ|ΙΑΤΡΟΣ|ΟΓΚΟΛΟΓΙΑ|1
|ΨΥΧΙΑΤΡΙΚΗ|ΝΥΧΤΕΡΙΝΗ|ΙΑΤΡΟΣ|ΟΦΘΑΛΜΟΛΟΓΙΑ|1
|ΨΥΧΙΑΤΡΙΚΗ|ΝΥΧΤΕΡΙΝΗ|ΙΑΤΡΟΣ|ΠΑΘΟΛΟΓΙΑ|1
|ΨΥΧΙΑΤΡΙΚΗ|ΝΥΧΤΕΡΙΝΗ|ΙΑΤΡΟΣ|ΠΝΕΥΜΟΝΟΛΟΓΙΑ|1
|ΨΥΧΙΑΤΡΙΚΗ|ΝΥΧΤΕΡΙΝΗ|ΙΑΤΡΟΣ|ΨΥΧΙΑΤΡΙΚΗ|7
|ΨΥΧΙΑΤΡΙΚΗ|ΝΥΧΤΕΡΙΝΗ|ΝΟΣΗΛΕΥΤΗΣ|ΒΟΗΘΟΣ ΝΟΣΗΛΕΥΤΗ|17
|ΨΥΧΙΑΤΡΙΚΗ|ΝΥΧΤΕΡΙΝΗ|ΝΟΣΗΛΕΥΤΗΣ|ΝΟΣΗΛΕΥΤΗΣ|13
|ΨΥΧΙΑΤΡΙΚΗ|ΝΥΧΤΕΡΙΝΗ|ΝΟΣΗΛΕΥΤΗΣ|ΠΡΟΪΣΤΑΜΕΝΟΣ|12
|ΨΥΧΙΑΤΡΙΚΗ|ΠΡΩΙΝΗ|ΔΙΟΙΚΗΤΙΚΟ ΠΡΟΣΩΠΙΚΟ|ΓΡΑΜΜΑΤΕΑΣ|4
|ΨΥΧΙΑΤΡΙΚΗ|ΠΡΩΙΝΗ|ΔΙΟΙΚΗΤΙΚΟ ΠΡΟΣΩΠΙΚΟ|ΛΟΓΙΣΤΗΣ|3
|ΨΥΧΙΑΤΡΙΚΗ|ΠΡΩΙΝΗ|ΔΙΟΙΚΗΤΙΚΟ ΠΡΟΣΩΠΙΚΟ|ΥΠΟΔΟΧΗ|7
|ΨΥΧΙΑΤΡΙΚΗ|ΠΡΩΙΝΗ|ΙΑΤΡΟΣ|ΓΑΣΤΡΕΝΤΕΡΟΛΟΓΙΑ|3
|ΨΥΧΙΑΤΡΙΚΗ|ΠΡΩΙΝΗ|ΙΑΤΡΟΣ|ΓΕΝΙΚΗ ΧΕΙΡΟΥΡΓΙΚΗ|3
|ΨΥΧΙΑΤΡΙΚΗ|ΠΡΩΙΝΗ|ΙΑΤΡΟΣ|ΕΝΔΟΚΡΙΝΟΛΟΓΙΑ|2
|ΨΥΧΙΑΤΡΙΚΗ|ΠΡΩΙΝΗ|ΙΑΤΡΟΣ|ΚΑΡΔΙΟΛΟΓΙΑ|2
|ΨΥΧΙΑΤΡΙΚΗ|ΠΡΩΙΝΗ|ΙΑΤΡΟΣ|ΝΕΥΡΟΛΟΓΙΑ|1
|ΨΥΧΙΑΤΡΙΚΗ|ΠΡΩΙΝΗ|ΙΑΤΡΟΣ|ΟΓΚΟΛΟΓΙΑ|2
|ΨΥΧΙΑΤΡΙΚΗ|ΠΡΩΙΝΗ|ΙΑΤΡΟΣ|ΠΑΘΟΛΟΓΙΑ|1
|ΨΥΧΙΑΤΡΙΚΗ|ΠΡΩΙΝΗ|ΙΑΤΡΟΣ|ΨΥΧΙΑΤΡΙΚΗ|7
|ΨΥΧΙΑΤΡΙΚΗ|ΠΡΩΙΝΗ|ΝΟΣΗΛΕΥΤΗΣ|ΒΟΗΘΟΣ ΝΟΣΗΛΕΥΤΗ|16
|ΨΥΧΙΑΤΡΙΚΗ|ΠΡΩΙΝΗ|ΝΟΣΗΛΕΥΤΗΣ|ΝΟΣΗΛΕΥΤΗΣ|16
|ΨΥΧΙΑΤΡΙΚΗ|ΠΡΩΙΝΗ|ΝΟΣΗΛΕΥΤΗΣ|ΠΡΟΪΣΤΑΜΕΝΟΣ|10
